"sector;Año;Mes;Fecha;Cuenta Corriente;Balance Comercial;Bienes;Servicios;Ingreso primario;Intereses;Utilidades y Dividendos;Ingreso secundario;Capital;Cuenta Financiera;IED (neto);Préstamos financieros, títulos de deuda y líneas de crédito;FAE;Resultado Cambiario Sector;Resultado Cambiario (Incluye Conceptos no informados por el cliente);Conceptos no informados por el cliente"
"Petróleo;2005;11;200511;273,0884818691;277,5056187181;294,0804370484;-16,5748183303;-4,542842849;-1,3932984922;-3,1495443568;0,125706;0;-1,3492775663;3,776668;5,346832;-10,4727775663;271,7392043028;271,7392043028;0"
"Petróleo;2005;12;200512;178,4517002172;296,1262822376;322,6151985533;-26,4889163157;-117,6745820204;-3,0812914277;-114,5932905927;0;0;103,6442245692;1,371913;101,052476;1,4467735692;282,0959247864;282,0959247864;0"
"Petróleo;2006;1;200601;150,0706203051;184,0125877763;210,7697842968;-26,7571965205;-33,9975134712;-28,3437054712;-5,653808;0,055546;0;5,1668081274;1,819959;12,002452;-5,2096148726;155,2374284325;155,2374284325;0"
"Petróleo;2006;2;200602;214,4514753462;217,7695406176;236,0852991469;-18,3157585293;-3,5954072714;-2,6518182714;-0,943589;0,277342;0;-5,5900419991;0,5;-0,0942459999999999;-6,7007959991;208,8614333471;208,8614333471;0"
"Petróleo;2006;3;200603;397,2129458404;484,4699467702;502,8106502752;-18,340703505;-88,1618809298;-3,1038845627;-85,0579963671;0,90488;0;-15,4478538836;15,719777;-16,854977;-13,7366838836;381,7650919568;381,7650919568;0"
"Petróleo;2006;4;200604;295,8305061149;301,7895662273;305,3133804995;-3,5238142722;-5,9590601124;-0,9590601124;-5;0;0;3,98033569440001;3,139295;474,895476;-473,1994353056;299,8108418093;299,8108418093;0"
"Petróleo;2006;5;200605;315,9883350177;377,1918679302;394,1568819787;-16,9650140485;-62,6908149125;-2,6583719125;-60,032443;1,487282;0;55,8221791541;4,761473;67,618575;-16,1778838459;371,8105141718;371,8105141718;0"
"Petróleo;2006;6;200606;297,6330423203;434,6459272287;444,1262060473;-9,4802788186;-137,3032509084;-4,8937389084;-132,409512;0,290366;0;-2,7865314601;13,30296;5,704501;-19,1065624601;294,8465108602;294,8465108602;0"
"Petróleo;2006;7;200607;318,2722831502;336,4148359621;345,7452931261;-9,330457164;-18,2049668119;-12,1847998119;-6,287289;0,062414;0;-42,1127465061;3,476973;-27,455781;-21,5789135061;276,1595366441;276,1595366441;0"
"Petróleo;2006;8;200608;345,8586194474;366,6720762228;393,7146690102;-27,0425927874;-20,8134567754;-5,3838169272;-15,4296398482;0;0;96,7697308068;15,055647;100,074433;-14,3853551932;442,6283502542;442,6283502542;0"
"Petróleo;2006;9;200609;78,6352280583999;341,266607877;319,5515943376;21,7150135394;-262,6762248186;-6,9626678186;-255,713557;0,044845;0;295,1552752045;2,802507;318,9168959068;-26,4423397023;373,7905032629;373,7905032629;0"
"Petróleo;2006;10;200610;181,3299852946;243,9361865332;259,1175044903;-15,1813179571;-63,3527972386;-13,8458772386;-49,50692;0,746596;0;123,387008465;9,296393;150,405141;-36,314525535;304,7169937596;304,7169937596;0"
"Petróleo;2006;11;200611;345,8927727235;353,6058078194;366,1846505493;-12,5788427299;-8,4077770959;-2,7436991903;-5,6640779056;0,694742;2,351988;-48,7539741219;2,456285;2,105185;-52,6283131219;299,4907866016;299,4907866016;0"
"Petróleo;2006;12;200612;392,2885445716;417,057303281;434,0830081327;-17,0257048517;-24,8578327094;-6,4122117094;-18,521441;0,089074;0,099977;-50,496283548;8,133167;-2,231905;-60,397105548;341,8922380236;341,8922380236;0"
"Petróleo;2007;1;200701;351,2130699621;371,0525939787;383,581223518;-12,5286295393;-20,7776590166;-19,1855020166;-1,592157;0,938135;0;-59,5554835374;14,413174;-32,717745;-42,3744245374;291,6575864247;291,6575864247;0"
"Petróleo;2007;2;200702;401,4758687823;413,5142240768;417,9175250894;-4,4033010126;-12,0383552945;-1,7271032945;-10,311252;0;0;-45,1724951135;0,999985;9,420307;-55,3677871135;356,3033736688;356,3033736688;0"
"Petróleo;2007;3;200703;339,3371979689;342,1401759488;356,701212153;-14,5610362042;-6,6586979799;-6,5854881454;-0,0732098345;3,85572;0;-26,8771175109;13,822459;9,398692;-50,0732515109;312,460080458;312,460080458;0"
"Petróleo;2007;4;200704;283,0329740002;310,1974019004;334,4230309262;-24,2256290258;-27,1649659002;-13,3128159002;-13,85215;0,000538;0;-37,1168334293;2;11,158882;-49,0757154293;245,9161405709;245,9161405709;0"
"Petróleo;2007;5;200705;221,6368274856;235,298300238;263,8648338022;-28,5665335642;-15,8931227524;-1,2706259756;-19,4501707768;2,23165;0;13,4737400751;1,820776;107,528804;-94,9235439249;235,1105675607;235,1105675607;0"
"Petróleo;2007;6;200706;241,2125454806;242,0938031895;239,0642915361;3,0295116534;-3,9449967089;-2,9523867089;-0,99261;3,063739;0;-8,36825763360001;2,811672;134,78424;-145,2141756336;232,844287847;232,844287847;0"
"Petróleo;2007;7;200707;154,7856908182;183,3010902932;191,356456121;-8,0553658278;-29,879643475;-12,588293475;-17,29135;1,364244;0;65,873977;5,216167;99,243793;-38,324971;220,6596678182;220,6596678182;0"
"Petróleo;2007;8;200708;236,0443821344;243,4138621884;224,751300608;18,6625615804;-7,715582054;-4,0550654545;-3,6605165995;0,346102;0,48;86,322817;12,841548;136,18131;-62,928806;322,8471991344;322,8471991344;0"
"Petróleo;2007;9;200709;142,4908459479;150,9508031637;169,20061381;-18,2498106463;-8,5021172158;-7,0919162158;-1,410201;0,04216;0;88,55979797;3,868798;128,740566;-43,02526803;231,0506439179;231,0506439179;0"
"Petróleo;2007;10;200710;167,0755811138;193,9588560971;237,416047161;-43,4571910639;-26,8832749833;-6,2903926063;-20,592882377;0;0;136,725007733;8,667205;154,660563;-25,893262267;303,8005888468;303,8005888468;0"
"Petróleo;2007;11;200711;-14,392567384;-1,66553490199997;-0,00906929869997725;-1,6564656033;-12,778191482;-9,523656922;-3,25453456;0,051159;0;365,2933511892;70,313531;115,323411;179,8764081892;350,9007838052;350,9007838052;0"
"Petróleo;2007;12;200712;277,36995532;318,84933563;292,5854813;26,26385433;-41,47938031;-6,36533031;-35,11405;0;0;79,8782829;14,67085;107,663106;-40,2223251;357,24823822;357,24823822;0"
"Petróleo;2008;1;200801;358,79316165;383,10867772;393,61708711;-10,50840939;-24,31551607;-18,52570607;-5,78981;0;0;-1,73350713;5,940671;83,140665;-90,24704213;357,05965452;357,05965452;0"
"Petróleo;2008;2;200802;377,19735086;392,90067077;389,7568018;3,14386897000001;-15,70438891;-4,68759091;-11,016798;0,001069;0;-99,68198654;3,73492;146,706892;-250,66630654;277,51536432;277,51536432;0"
"Petróleo;2008;3;200803;115,02711274;406,96207206;436,84532262;-29,88325056;-291,93495932;-7,11834632;-284,785152;0;0;295,14644939;65,837579;45,243626;184,66423639;410,17356213;410,17356213;0"
"Petróleo;2008;4;200804;482,58622846;503,11915357;478,19468612;24,92446745;-20,53292511;-8,42977061;-12,1031545;0;0;-271,0521606;4,492907;77,566831;-352,7016746;211,53406786;211,53406786;0"
"Petróleo;2008;5;200805;303,31036425;347,39994915;410,39098478;-62,99103563;-44,0895849;-3,0038529;-41,085732;0;0;20,74806576;7,270181;102,687849;-90,28303224;324,05843001;324,05843001;0"
"Petróleo;2008;6;200806;229,07264264;254,0353481;270,88121571;-16,84586761;-25,05930546;-6,22993246;-18,829373;0,0966;0;387,03012418;169,840292;208,659919;29,38646418;616,10276682;616,10276682;0"
"Petróleo;2008;7;200807;28,08266007;60,24565419;-22,55796862;82,80362281;-32,16299412;-30,09614412;-2,36685;0;0;102,31621968;7,75332;117,548637;-44,66371632;130,39887975;130,39887975;0"
"Petróleo;2008;8;200808;-32,93365657;59,09452987;70,75934376;-11,66481389;-92,02619144;-11,36164344;-80,656053;-0,001995;0;15,36246512;6,40203;129,437834;-119,93005788;-17,57119145;-17,57119145;0"
"Petróleo;2008;9;200809;360,04053374;413,97204662;418,50704923;-4,53500261;-53,93580688;-8,17134288;-45,764464;0,004294;0;144,2215816;37,490606;138,982053;-24,8834664;504,26211534;504,26211534;0"
"Petróleo;2008;10;200810;142,41194157;199,91727176;240,96016909;-41,04289733;-57,62257519;-42,72152719;-14,901048;0,117245;0;-33,30342948;41,614438;71,13680181;-145,73585329;109,10851209;109,10851209;0"
"Petróleo;2008;11;200811;285,41718633;674,89132831;608,95853611;65,9327922;-389,47617298;-11,01801298;-378,45816;0,002031;0;39,49987456;14,088649;34,40813192;-14,97032636;324,91706089;324,91706089;0"
"Petróleo;2008;12;200812;383,14379543;410,73599866;414,95238622;-4,21638756;-27,58315323;-8,89944923;-18,683704;-0,00905;0;55,98098074;22,451617;28,31271082;3,73339892;439,12477617;439,12477617;0"
"Petróleo;2009;1;200901;164,0026633;193,36368617;230,34724238;-36,98355621;-29,36102287;-21,15834387;-8,180147;0;0;180,05733287;76,297014;149,06787551;-24,46865564;344,05999617;344,05999617;0"
"Petróleo;2009;2;200902;322,05691984;334,92023454;375,70442097;-40,78418643;-12,8633147;-10,7368887;-2,126426;0;0;-12,9034712;0,832044;-29,65418226;-4,98769493999999;309,15344864;309,15344864;0"
"Petróleo;2009;3;200903;154,89886401;182,88734944;205,44549951;-22,55815007;-27,98662543;-7,28417443;-20,702451;-0,00186;0;58,30713064;7,044;79,5761759;-27,46845126;213,20599465;213,20599465;0"
"Petróleo;2009;4;200904;89,22099329;115,80210054;161,38563459;-45,58353405;-26,85110725;-24,68881025;-2,162297;0,27;0;11,16315456;1,904247;17,83302221;-9,23471465;100,38414785;100,38414785;0"
"Petróleo;2009;5;200905;-67,3087234600001;348,46358618;370,76941906;-22,30583288;-415,77230964;-13,02063464;-400,568675;0;0;135,08192078;2,400271;6,57810174000001;126,10354804;67,77319732;67,77319732;0"
"Petróleo;2009;6;200906;129,79475428;151,40343438;210,87743888;-59,4740045;-21,6879771;-16,0704321;-5,680978;0,079297;0;-74,91304479;0,95891;-32,46619484;-43,30745795;54,88170949;54,88170949;0"
"Petróleo;2009;7;200907;83,03463962;121,25371564;165,23021221;-43,97649657;-38,21907602;-5,95389802;-32,26685;0;0;54,14636791;1,24449622;34,53353887;18,74852982;137,18100753;137,18100753;0"
"Petróleo;2009;8;200908;94,69408834;113,17181477;148,10755809;-34,93574332;-18,47919243;-16,11295543;-2,366237;0,001466;0;26,83806348;21,795622;16,62434996;-11,27695648;121,53215182;121,53215182;0"
"Petróleo;2009;9;200909;-37,11985384;-24,39597473;11,65304071;-36,04901544;-12,72561311;-8,99208034;-3,73353277;0,001734;0;92,97207775;26,4091087;105,72122931;-37,08594326;55,85222391;55,85222391;0"
"Petróleo;2009;10;200910;-73,10587722;-27,98747766;8,90177246;-36,88925012;-45,46528556;-26,06203456;-19,406086;0,346886;0;134,85871824;6,1971073;128,045545;-0,767155060000001;61,75284102;61,75284102;0"
"Petróleo;2009;11;200911;-170,39387536;425,08264762;447,20914018;-22,12649256;-595,47652298;-5,38931798;-590,087205;0;0;168,8105639;2,06319553;203,80591698;-37,06079961;-1,58331145999998;-1,58331145999998;0"
"Petróleo;2009;12;200912;178,85055729;232,07287972;268,53088032;-36,4580006;-53,22232243;-11,25281243;-35,948676;0;0;132,50326174;31,19995;95,92484081;6,70026093;311,35381903;311,35381903;0"
"Petróleo;2010;1;201001;331,83884876;344,35834806;380,58157379;-36,22322573;-12,5194993;-11,6025605;-0,9169388;0;0;-119,3895483;3,419253;-81,436553;-41,0434443;212,44930046;212,44930046;0"
"Petróleo;2010;2;201002;75,629318;114,04069109;136,3959313;-22,35524021;-38,41137309;-14,49717709;-24,322207;0;0;28,15819912;2,17494772;30,93111784;2,52798056;103,78751712;103,78751712;0"
"Petróleo;2010;3;201003;113,33860399;143,24225731;162,98432441;-19,7420671;-29,90365332;-10,49462932;-17,492357;0;0;-24,03335375;10,019906;-7,85598629;-24,09378946;89,30525024;89,30525024;0"
"Petróleo;2010;4;201004;244,96422082;277,98338822;310,67305294;-32,68966472;-33,0191674;-15,2929434;-17,726224;0;0;-624,00747751;31,076343;-20,41797901;-631,8941265;-379,04325669;-379,04325669;0"
"Petróleo;2010;5;201005;-509,60729873;132,1786238;161,15678702;-28,97816322;-641,78592253;-23,11999753;-618,290925;0;0;776,59678769;39,62573696;142,78471518;593,39908855;266,98948896;266,98948896;0"
"Petróleo;2010;6;201006;144,3280415;329,33006411;363,36344393;-34,03337982;-185,00637561;-25,06276861;-158,02694;0,004353;0;47,68038282;62,5505672;11,872071;-26,48540038;192,00842432;192,00842432;0"
"Petróleo;2010;7;201007;-54,54830535;-11,52974133;24,46170198;-35,99144331;-43,10997902;-12,65004522;-30,4599338;0,091415;1,873233;-29,51279347;61,71931998;-26,27942045;-58,941478;-82,18786582;-82,18786582;0"
"Petróleo;2010;8;201008;-92,94280567;-53,98751904;-28,98582087;-25,00169817;-38,95528663;-24,40211263;-14,553174;0;0;-7,22263658999999;32,846944;-31,89827435;-8,02130624;-100,16544226;-100,16544226;0"
"Petróleo;2010;9;201009;-135,58953731;-13,29874238;10,82343776;-24,12218014;-122,36561193;-11,81207393;-108,657705;0,074817;0;37,94037814;7,0171525;43,08233796;-10,25358832;-97,64915917;-97,64915917;0"
"Petróleo;2010;10;201010;187,1044183;221,1832306;244,46433295;-23,28110235;-34,2240803;-6,5368103;-27,68727;0,145268;0;-12,08191805;12,85508445;3,68053209999999;-27,1175476;175,02250025;175,02250025;0"
"Petróleo;2010;11;201011;-1,4730737;120,05538515;164,95586596;-44,90048081;-121,60482885;-16,00197485;-104,419854;0,07637;0;30,22394938;10,793151;-10,25260162;29,910485;28,75087568;28,75087568;0"
"Petróleo;2010;12;201012;89,35382301;149,33357276;193,01354796;-43,6799752;-60,10719675;-11,9810977;-46,55139605;0,127447;0;121,63513166;25,4739375;98,33339155;-10,96332939;210,98895467;210,98895467;0"
"Petróleo;2011;1;201101;43,91353475;61,83663826;83,29499251;-21,45835425;-17,92310351;-15,64857151;-1,905983;0;0;34,21673085;34,83761;19,28990677;-12,11078592;78,1302656;78,1302656;0"
"Petróleo;2011;2;201102;-16,09071387;12,39587798;37,26065375;-24,86477577;-28,48659185;-5,58518885;-22,52527;0;0;233,24197723;31,47014898;167,98211495;24,8503063;217,15126336;217,15126336;0"
"Petróleo;2011;3;201103;62,37659616;120,94780219;157,54173624;-36,59393405;-58,57120603;-14,40169203;-41,781332;0;0;55,42836158;11,20753098;59,01793896;-19,03026336;117,80495774;117,80495774;0"
"Petróleo;2011;4;201104;90,3499153699999;111,99271954;132,9265143;-20,93379476;-21,63597917;-10,39358617;-10,845852;-0,006825;0;-14,92712719;5,18943378;-9,078709;-11,03785197;75,4227881799999;75,4227881799999;0"
"Petróleo;2011;5;201105;-157,57746682;-16,27020663;11,74585344;-28,01606007;-141,30726019;-5,22050719;-135,772371;0;0;-22,76758075;7,4140158;9,94516937;-40,12676592;-180,34504757;-180,34504757;0"
"Petróleo;2011;6;201106;-296,58606177;-202,06935167;-174,42669702;-27,64265465;-94,5992051;-6,18411562;-87,89499448;0,082495;0;179,42873773;31,7808964;84,98946801;68,63049432;-117,15732404;-117,15732404;0"
"Petróleo;2011;7;201107;-359,49090891;-280,18788498;-255,51934772;-24,66853726;-79,40697993;-6,67846493;-72,378312;0,103956;0;67,67455367;36,244647;63,75721767;-38,331211;-291,81635524;-291,81635524;0"
"Petróleo;2011;8;201108;-606,05129571;-552,77182001;-515,96601026;-36,80580975;-53,2794757;-4,96941415;-47,94079055;0;0;244,34251169;18,24540415;223,14692299;3,10017855;-361,70878402;-361,70878402;0"
"Petróleo;2011;9;201109;-256,97711858;-212,81174766;-147,33754069;-65,47420697;-44,18421592;-17,96218392;-24,935147;0,018845;0;-107,00657888;10,575953;-26,31472888;-89,38625;-363,98369746;-363,98369746;0"
"Petróleo;2011;10;201110;-221,82631508;-189,6548415;-100,38554898;-89,26929252;-32,17147358;-6,02860983;-25,83273875;0;0;-15,54466887;14,723164;25,13563805;-57,20345192;-237,37098395;-237,37098395;0"
"Petróleo;2011;11;201111;-492,33194856;223,34349245;263,70025715;-40,3567647;-715,82486901;-43,78509204;-671,63805697;0,149428;0;467,316446;35,9233969;309,94646632;122,14991678;-25,01550256;-25,01550256;0"
"Petróleo;2011;12;201112;239,472608;253,69679077;283,50718134;-29,81039057;-14,22418277;-13,65112777;-0,048679;0;0;-77,19853216;28,354515;-113,67749986;8,1244527;162,27407584;162,27407584;0"
"Petróleo;2012;1;201201;6,20533400999999;16,3650747;58,67210756;-42,30703286;-10,15974069;-9,89442769;0,3555;0;0;-28,39310371;15,9386147;-6,30730817;-35,75215524;-22,1877697;-22,1877697;0"
"Petróleo;2012;2;201202;144,43915143;162,1378005;190,93741284;-28,79961234;-17,69864907;-17,39467107;0;0;0;-99,10938569;40,17574765;-71,55018525;-67,44386309;45,32976574;45,32976574;0"
"Petróleo;2012;3;201203;-261,74734155;-237,87011295;-179,22801809;-58,64209486;-23,8772286;-23,1081746;-0,1;0;0;213,58985631;12,444484;105,00870364;98,14599967;-48,1574852400001;-48,1574852400001;0"
"Petróleo;2012;4;201204;-28,60075448;1,72716412999998;12,45530458;-10,72814045;-30,32791861;-30,00046861;0;0;0;-40,55950991;14,0379656;-56,872719;5,51561449;-69,16026439;-69,16026439;0"
"Petróleo;2012;5;201205;-24,94297419;17,92911781;39,27313956;-21,34402175;-42,872092;-42,573238;0;0;0;-23,20060556;18,762527;-42,76084138;1,21770882;-48,14357975;-48,14357975;0"
"Petróleo;2012;6;201206;-319,87703017;-304,20494949;-290,20590944;-13,99904005;-15,70478868;-15,36889368;0;0,032708;0;-170,05687324;25,36828262;-207,72464186;12,889475;-489,93390341;-489,93390341;0"
"Petróleo;2012;7;201207;-686,88399121;-673,41352116;-654,26702025;-19,14650091;-13,47047005;-13,22208105;0;0;0;-176,09621909;7,449473;-183,49979109;0,936424;-862,9802103;-862,9802103;0"
"Petróleo;2012;8;201208;-295,31765922;-281,36691835;-268,08887717;-13,27804118;-14,31233887;-14,03906687;0;0,361598;0;-33,21391515;14,813608;-32,44769315;-14,691779;-328,53157437;-328,53157437;0"
"Petróleo;2012;9;201209;-161,56781271;-143,09361928;-131,4225652;-11,67105408;-18,47419343;-18,24412143;0;0;0;24,10495381;30,488399;16,80716281;-22,748649;-137,4628589;-137,4628589;0"
"Petróleo;2012;10;201210;-166,56074753;-139,56510981;-124,13649684;-15,42861297;-26,99563772;-26,72524472;0;0;0;-131,86429962;1,597611;-112,95513662;-16,435181;-298,42504715;-298,42504715;0"
"Petróleo;2012;11;201211;-46,7511894;40,87780668;65,64323578;-24,7654291;-87,62899608;-44,35221608;-42,934708;0;0;-41,85347273;26,640478;-69,96972173;1,62266;-88,60466213;-88,60466213;0"
"Petróleo;2012;12;201212;-16,97793786;1,40334018000001;4,83459071000001;-3,43125053;-18,38127804;-15,00203004;-3;0;0;-34,56424208;7,553544;-35,71432408;-5,902368;-51,54217994;-51,54217994;0"
"Petróleo;2013;1;201301;-177,63821183;-163,12748985;-144,56109405;-18,5663958;-14,51072198;-9,78244898;-4,5;0;0;-19,00915914;28,154148;-30,88632614;-15,477777;-196,64737097;-196,64737097;0"
"Petróleo;2013;2;201302;-60,14622003;-40,21452806;-23,63853162;-16,57599644;-19,93169197;-12,23355897;-7,5;0;-0,348746;-42,88996495;24,7857941;-66,31047105;-2,010178;-103,38493098;-103,38493098;0"
"Petróleo;2013;3;201303;-341,1369193;-316,4624862;-309,81466053;-6,64782567;-24,6744331;-18,1791231;-6;0;0;-196,48610431;16,13980481;-185,49467412;-26,562765;-537,62302361;-537,62302361;0"
"Petróleo;2013;4;201304;-451,77228093;-414,91575848;-401,29580253;-13,61995595;-36,85652245;-33,60188345;-3,009681;0;0;17,08244119;2,969937;9,31605218999999;7,267432;-434,68983974;-434,68983974;0"
"Petróleo;2013;5;201305;-513,22837624;-470,52614093;-450,88964116;-19,63649977;-42,91750531;-41,70575731;-1;0,21527;0;-37,90503619;36,695894;-77,69738719;3,142879;-551,13341243;-551,13341243;0"
"Petróleo;2013;6;201306;-243,57336445;-228,75372062;-211,52510924;-17,22861138;-14,84678183;-13,49977083;-1,0009;0,027138;0;-50,52565649;21,12193;-74,05747621;1,87225072;-294,09902094;-294,09902094;0"
"Petróleo;2013;7;201307;-595,30522881;-588,57298944;-562,58512881;-25,98786063;-6,73223937;-6,58642237;0;0;-0,359125;-27,25271751;1,059368;-25,78285951;-1,961498;-622,91707132;-622,91707132;0"
"Petróleo;2013;8;201308;-457,39938605;-416,36247336;-375,51821179;-40,84426157;-41,11244469;-12,48276369;-28,50582;0,075532;0;7,28994056;12,477777;-6,76315244;0,598894;-450,10944549;-450,10944549;0"
"Petróleo;2013;9;201309;-511,34648381;-495,90823739;-466,35537046;-29,55286693;-15,43824642;-15,32500842;0;0;0;229,35300265;313,400756;-81,68955935;-0,501286;-281,99348116;-281,99348116;0"
"Petróleo;2013;10;201310;-260,56422045;-233,00990451;-198,27883915;-34,73106536;-27,55431594;-22,90184594;-4,5;0;0;-228,68934436;13,771128;-191,17729736;-49,067701;-489,25356481;-489,25356481;0"
"Petróleo;2013;11;201311;-262,00939465;-208,7682153;-176,11790746;-32,65030784;-53,66247435;-44,06283135;-9,5;0,421295;0;-50,24251963;12,687287;-64,13723378;-0,14257285;-312,25191428;-312,25191428;0"
"Petróleo;2013;12;201312;-539,67111428;-516,09685837;-436,44169756;-79,65516081;-23,57425591;-9,36911591;-14,09668;0;0;589,13251734;47,843432;554,53021634;-13,151039;49,46140306;49,46140306;0"
"Petróleo;2014;1;201401;-372,5920275;-355,26447448;-342,95481248;-12,309662;-17,32755302;-4,30420302;-13;0;-0,349375;35,08472776;12,602347;523,37313576;-499,765838;-337,85667474;-337,85667474;0"
"Petróleo;2014;2;201402;-213,99825235;-202,30511792;-157,62772966;-44,67738826;-11,69313443;-11,00373943;-0,660297;0;0;-40,34188178;4,26592;69,08281022;-114,131817;-254,34013413;-254,34013413;0"
"Petróleo;2014;3;201403;-468,21155043;-457,52223697;-423,81976073;-33,70247624;-10,68931346;-10,65476846;0;0;0;21,07155322;30,477203;233,19015722;-240,539575;-447,13999721;-447,13999721;0"
"Petróleo;2014;4;201404;-757,9139945;-690,33221442;-628,16416062;-62,1680538;-67,58178008;-12,41046808;-55,148187;0;0;1056,30670099;328,961745;779,64237399;-6,17909;298,39270649;298,39270649;0"
"Petróleo;2014;5;201405;-813,70518991;-761,0798344;-722,2173361;-38,8624983;-52,62535551;-39,12126351;-13,48316;0;0;48,94232179;99,68454;448,93461179;-498,838844;-764,76286812;-764,76286812;0"
"Petróleo;2014;6;201406;-629,09083564;-576,25250157;-530,67136992;-45,58113165;-53,02546107;-35,01963507;-17,976703;0,187127;-0,339625;64,29079388;100,064248;-34,99305012;-0,780404;-565,13966676;-565,13966676;0"
"Petróleo;2014;7;201407;-483,07361088;-453,9224667;-423,9824486;-29,9400181;-29,16276018;-6,25749918;-22,884461;0,011616;0;-32,07957345;13,950438;-35,39175145;-9,826682;-515,15318433;-515,15318433;0"
"Petróleo;2014;8;201408;-503,3796991;-489,38053411;-460,20807459;-29,17245952;-14,77904499;-6,47357199;-8,2847;0,77988;0;123,819032;55,061103;40,160296;38,662633;-379,5606671;-379,5606671;0"
"Petróleo;2014;9;201409;-182,79810791;-150,68363113;-117,57966035;-33,10397078;-32,11447678;-19,94017778;-12,153563;0;0;-58,30530116;0,961799;-104,55018216;2,997049;-241,10340907;-241,10340907;0"
"Petróleo;2014;10;201410;-424,1882804;-363,208497;-295,22849066;-67,98000634;-60,9797834;-48,5942284;-12,364971;0;0;177,62159146;169,294929;148,16874146;-93,1499;-246,56668894;-246,56668894;0"
"Petróleo;2014;11;201411;-264,89138923;-229,07052476;-189,17916364;-39,89136112;-35,82086447;-35,78743647;0;0;0;129,51838548;0;81,16980948;38,283576;-135,37300375;-135,37300375;0"
"Petróleo;2014;12;201412;-403,86578538;-373,38813948;-300,01253631;-73,37560317;-30,4776459;-30,4492249;0;0;-0,329875;78,13139907;11,469802;24,71903007;41,942567;-326,06426131;-326,06426131;0"
"Petróleo;2015;1;201501;-114,91205313;-106,70421468;-36,10915338;-70,5950613;-8,20783845;-8,20030845;0;0;-0,01072526;137,43928628;63,208623;85,21810928;-40,058994;22,51650789;22,51650789;0"
"Petróleo;2015;2;201502;-290,95477556;-283,1244585;-227,45416461;-55,67029389;-7,83031706;-7,82286606;0;0;0;35,21417262;4,83697;518,45408862;-486,861877;-255,74060294;-255,74060294;0"
"Petróleo;2015;3;201503;-253,132225;-211,56172122;-118,74418616;-92,81753506;-41,57050378;-41,54819978;0;0;-0,04725;31,67305273;28,198626;-119,94370527;125,562297;-221,50642227;-221,50642227;0"
"Petróleo;2015;4;201504;-426,68588301;-384,64780107;-322,78200742;-61,86579365;-42,03808194;-42,02954094;0;0;0;999,38145625;14,213;1413,40906625;-439,832225;572,69557324;572,69557324;0"
"Petróleo;2015;5;201505;-519,78693421;-486,25797664;-396,08032107;-90,17765557;-33,52895757;-33,52133557;0;0;0;493,15191175;31,324227;11,01985075;455,449366;-26,63502246;-26,63502246;0"
"Petróleo;2015;6;201506;-727,15257572;-682,8296756;-592,53539607;-90,29427953;-45,69450812;-41,68294812;-4,000274;1,371608;0;269,59922664;51,385099;58,57939464;167,30906;-457,55334908;-457,55334908;0"
"Petróleo;2015;7;201507;-572,50051641;-539,28771661;-456,33008389;-82,95763272;-33,2127998;-9,9919978;-23,220802;0;0;247,74654936;124,547877;131,90460336;17,284955;-324,75396705;-324,75396705;0"
"Petróleo;2015;8;201508;-519,56165213;-506,90829246;-435,22090848;-71,68738398;-12,66569467;-7,15824867;-5,5;0,012335;0;212,49106562;29,580221;148,55145262;0,41018;-307,07058651;-307,07058651;0"
"Petróleo;2015;9;201509;-400,30770601;-359,61129362;-313,20046219;-46,41083143;-40,69641239;-37,69641239;-3;0;0;277,63002433;2,72734;188,10142889;78,58694944;-122,67768168;-122,67768168;0"
"Petróleo;2015;10;201510;-225,96582011;-175,65947532;-107,23826555;-68,42120977;-50,30634479;-47,30615479;-3,00019;0;0;81,26442718;118,880325;19,39904018;-29,271384;-144,70139293;-144,70139293;0"
"Petróleo;2015;11;201511;-142,98979919;-108,84733937;-89,75341885;-19,09392052;-34,14245982;-33,84245982;-0,3;0;0;72,42630113;1,028924;157,80392113;-109,866544;-70,56349806;-70,56349806;0"
"Petróleo;2015;12;201512;-69,22457829;-18,26516528;-10,41229913;-7,85286615;-50,95912601;-50,95912601;0;-0,000287;0;-8,58741979;0,251771;-13,07092975;4,23173896;-77,81199808;-77,81199808;0"
"Petróleo;2016;1;201601;-194,97137459;-83,42479858;-55,38006574;-28,04473284;-111,54657601;-111,29983301;-0,246743;0;0;428,61872971;84,232081;244,94343771;151,672651;233,64735512;233,64735512;0"
"Petróleo;2016;2;201602;-185,64067296;-176,53937427;-130,33474475;-46,20462952;-9,10129869;-5,60129869;-3,5;0;0;520,02727096;41,076421;226,89899446;251,1402985;334,386598;334,386598;0"
"Petróleo;2016;3;201603;-283,5584134;-268,05893646;-221,26686713;-46,79206933;-15,49947694;-12,44947694;-3,05;0;0;523,39556383;30,8221846;200,83634123;281,001847;239,83715043;239,83715043;0"
"Petróleo;2016;4;201604;-246,19652299;-168,76394194;-99,34662593;-69,41731601;-77,43258105;-74,43258105;-3;0;0;599,07784088;71,584041;121,11117388;356,854369;352,88131789;352,88131789;0"
"Petróleo;2016;5;201605;-515,07414105;-499,08402114;-404,50513073;-94,57889041;-15,99011991;-12,99011991;-3;0;0;494,42441403;84,122394;310,83128483;86,4372562;-20,6497270199999;-20,6497270199999;0"
