"sector;Año;Mes;Fecha;Cuenta Corriente;Balance Comercial;Bienes;Servicios;Ingreso primario;Intereses;Utilidades y Dividendos;Ingreso secundario;Capital;Cuenta Financiera;IED (neto);Préstamos financieros, títulos de deuda y líneas de crédito;FAE;Resultado Cambiario Sector;Resultado Cambiario (Incluye Conceptos no informados por el cliente);Conceptos no informados por el cliente"
"Construcción;2017;4;201704;-10,19214803;-12,26802288;-22,05307729;9,78505441;1,82306853;1,85899053;-0,0155;0,25280632;0;2,85497912;4,776462;-1,26149494;12,90468871;-7,33716891;-7,33716891;0"
"Construcción;2017;5;201705;-30,12837218;-22,71265249;-30,26073095;7,54807846;-7,41547627;-1,82429565;-5,59481062;-0,000243419999999999;0,004676;76,70049822;2,659137;54,8979479;79,81508514;46,57680204;46,57680204;0"
"Construcción;2017;6;201706;-19,2197039;-19,19387005;-29,74921357;10,55534352;-0,02727612;0,2468363;-0,27411242;0,00144227;0,18745;17,84016942;2,97566847;16,52503217;13,8391077;-1,19208448000001;-1,19208448000001;0"
"Construcción;2017;7;201707;-24,13987062;-20,58295908;-29,59703092;9,01407184;-3,475004;-0,145051;-3,329953;-0,08190754;0,10518994;10,32929961;1,01219879;2,40318626;19,65634863;-13,70538107;-13,70538107;0"
"Construcción;2017;8;201708;-37,85316189;-27,88457414;-31,66775452;3,78318038;-9,94268422;-2,96907924;-6,94056518;-0,02590353;0,01487;-1,41627106;-4,301793;-6,56144327;3,67053574;-39,25456295;-39,25456295;0"
"Construcción;2017;9;201709;-23,40264792;-22,37084821;-28,66987134;6,29902313;-1,02901063;-0,49423255;-0,435164;-0,00278908;0,005845;-6,09411218;2,10853052;6,44101191;-1,93356714;-29,4909151;-29,4909151;0"
"Construcción;2017;10;201710;-22,87457091;-20,63927759;-25,85658558;5,21730799;-2,1165133;-0,46886939;-1,663522;-0,11878002;0,248241;14,19294948;0,45449677;0,57179276;33,52553822;-8,43338043;-8,43338043;0"
"Construcción;2017;11;201711;-23,81455821;-20,58542303;-34,15761847;13,57219544;-3,22488701;-3,21077189;-0,074389;-0,00424817;0,00403;78,1201874700001;0,275839;450,4367449;89,10840336;54,3096592600001;54,3096592600001;0"
"Construcción;2017;12;201712;-24,42879715;-23,92007395;-24,88121854;0,96114459;-1,0523289;-0,83950122;-0,19970073;0,5436057;0,01088;55,06784801;10,210629;8,25878168;55,02428157;30,64993086;30,64993086;0"
"Construcción;2018;1;201801;-25,38475008;-24,148016;-25,92131514;1,77329914;-1,20986409;-0,97766521;-0,05975;-0,02686999;0,00488;56,73295511;1,313288;17,57376341;56,99251339;31,35308503;31,35308503;0"
"Construcción;2018;2;201802;-27,10216886;-22,43783134;-23,25531603;0,81748469;-4,66575913;-3,82847311;-0,822067;0,00142161;0,02218;24,36594103;-0,242025;0,426952710000001;36,73973012;-2,71404783000001;-2,71404783000001;0"
"Construcción;2018;3;201803;-28,48363277;-27,89917075;-25,19356615;-2,7056046;-0,52241273;-0,44849543;0;-0,06204929;0,012;2,91298496000002;0,776245;-11,60112886;164,36421012;-25,55864781;-25,55864781;0"
"Construcción;2018;4;201804;-35,04313594;-25,9739162;-26,80729789;0,83338169;-9,02341235;-0,69223105;-8,1660135;-0,04580739;0,02995;43,54050999;0,687271;14,93270254;57,08778594;8,52732404999999;8,52732404999999;0"
"Construcción;2018;5;201805;-39,80883178;-35,37787485;-32,72583783;-2,65203702;-4,44367548;-3,92762601;-0,057805;0,01271855;0,02756;11,89126619;0,48143148;7,76726091;14,9894597;-27,89000559;-27,89000559;0"
"Construcción;2018;6;201806;-21,0450079;-19,38517329;-20,57209399;1,1869207;-1,48836262;-0,57093317;-0,845116;-0,17147199;-0,07158;9,98333058;0,23759837;-5,96057803;10,9537319;-11,13325732;-11,13325732;0"
"Construcción;2018;7;201807;-30,89287718;-29,16629293;-25,96308533;-3,2032076;-1,53838667;-0,9653784;-0,42729188;-0,18819758;-2,083025;43,38635969;0,87016155;12,52091;31,9781983;10,41045751;10,41045751;0"
"Construcción;2018;8;201808;-28,5539006;-23,003258;-22,82612273;-0,17713527;-5,54250527;-4,51340158;-0,98168;-0,00813733;0;4,30223112000001;0,531448;9,46978621;6,33240491000001;-24,25166948;-24,25166948;0"
"Construcción;2018;9;201809;-21,24117055;-20,45923763;-18,25312878;-2,20610885;-0,74883782;-0,48309277;-0,18206;-0,0330951;0;15,28891099;4,452913;17,93393083;34,87089926;-5,95225956000001;-5,95225956000001;0"
"Construcción;2018;10;201810;-15,26801759;-14,2372784;-21,41107546;7,17379706;-1,03270626;-0,83062835;-0,13;0,00196706999999999;0,04886;59,39310753;0,786441;18,80312841;65,05088379;44,17394994;44,17394994;0"
"Construcción;2018;11;201811;-25,6885074;-21,42999874;-21,60280342;0,17280468;-4,2072091;-3,83091975;-0,311695;-0,05129956;0,053805;117,31111367;2,757075;13,34780671;103,20642547;91,67641127;91,67641127;0"
"Construcción;2018;12;201812;-27,50958923;-23,58211922;-24,36938257;0,78726335;-3,92861813;-0,83420822;-2,95365347;0,00114812;-0,107387;101,87002116;-4,334613;58,48612503;113,20779234;74,25304493;74,25304493;0"
"Construcción;2019;1;201901;-22,61622225;-19,57069482;-20,35774327;0,78704845;-3,05501173;-2,8702141;-0,029725;0,0094843;0,006864;36,90743629;5,031092;57,58383265;46,30893599;14,29807804;14,29807804;0"
"Construcción;2019;2;201902;-13,21330659;-10,5918094;-21,1983236;10,6065142;-4,80370607;-4,70265941;-0,13654846;2,18220888;-0,019084;45,01641389;2,79223;-8,82890201;53,09585582;31,7840233;31,7840233;0"
"Construcción;2019;3;201903;-20,76772426;-19,60058502;-18,77974678;-0,82083824;-1,43904191;-1,24744373;-0,115864;0,27190267;0,024837;46,70083703;8,738709;51,10427953;46,30835997;25,95794977;25,95794977;0"
"Construcción;2019;4;201904;-19,22311788;-18,65516218;-18,14315236;-0,51200982;-0,78141891;-0,66524505;-0,03576757;0,21346321;8,919361;55,20623536;2,54707394;28,98118385;60,58248906;44,90247848;44,90247848;0"
"Construcción;2019;5;201905;-23,18159455;-19,00434558;-18,41473603;-0,58960955;-4,43796391;-3,77754456;-0,527999;0,26071494;-0,815179;72,70212213;3,93721899;33,78965898;31,05099047;48,70534858;48,70534858;0"
"Construcción;2019;6;201906;-10,65921865;-8,50662597;-17,59396504;9,08733907;-2,15366685;-1,2742971;-0,752078;0,00107417;-0,41224;130,18980673;1,377653;73,11808966;75,33772025;119,11834808;119,11834808;0"
"Construcción;2019;7;201907;-19,19231995;-16,53242056;-18,83507597;2,30265541;-2,93839743;-2,34919882;-0,452795;0,27849804;0,345796;61,11947554;3,76579358;10,61550979;65,10998783;42,27295159;42,27295159;0"
"Construcción;2019;8;201908;-15,5946054;-12,94293272;-13,9257002;0,98276748;-2,59353814;-1,03371304;-1,46122005;-0,05813454;-1,275579;-32,39303751;0,39028969;-12,57180663;-57,37653228;-49,26322191;-49,26322191;0"
"Construcción;2019;9;201909;-15,07250367;-13,24511221;-14,90614218;1,66102997;-1,84262832;-1,76472172;0;0,01523686;0,79648928;-17,24712004;1,9819777;10,60896594;-17,70342295;-31,52313443;-31,52313443;0"
"Construcción;2019;10;201910;-23,4185307;-22,95281012;-25,3134941;2,36068398;-0,46662611;-0,57406065;0,14991;0,00090553;0,066984;43,21775554;2,7504429;10,12035829;36,56356418;19,86620884;19,86620884;0"
"Construcción;2019;11;201911;-12,21940518;-8,05561391;-10,30205272;2,24643881;-4,16463748;-4,17306045;0,00022;0,00084621;0,099915;8,28502619000001;1,415295;-10,19521172;41,13473242;-3,83446398999999;-3,83446398999999;0"
"Construcción;2019;12;201912;-11,38832617;-8,81954375;-13,25364224;4,43409849;-2,53161868;-2,53348772;0;-0,03716374;0,2;20,29568888;3,91599918;5,80532271;24,65487547;9,10736271;9,10736271;0"
"Construcción;2020;1;202001;-44,81112651;-18,81664257;-21,98141942;3,16477685;-25,9940691;-25,9940691;0;-0,00041484;0,16196;28,87709634;1,016983;20,28871236;13,53975589;-15,77207017;-15,77207017;0"
"Construcción;2020;2;202002;-13,43815832;-8,03926578;-9,17049065;1,13122487;-5,39860332;-5,39987832;0,000275;-0,00028922;0,299915;-20,96983892;0,312485;-23,9991406;5,75392673;-34,10808224;-34,10808224;0"
"Construcción;2020;3;202003;-11,91304958;-7,23135626;-7,83323483;0,60187857;-4,69561582;-4,69561582;0;0,0139225;0,129;3,24416792;3,139613;0,78006016;6,16203452;-8,53988166;-8,53988166;0"
"Construcción;2020;4;202004;-13,51613196;-12,35528028;-12,65336695;0,29808667;-1,16552993;-1,16620993;0;0,00467825;0,201232;-41,42211724;1,076787;-26,3921786;-13,35967622;-54,7370172;-54,7370172;0"
"Construcción;2020;5;202005;-24,09783417;-19,0246254;-17,31515943;-1,70946597;-5,07563392;-5,07563392;0;0,00242515;0;-10,14578927;1,096564;-5,73769883;-1,85685588;-34,24362344;-34,24362344;0"
"Construcción;2020;6;202006;-9,02044464;-8,75831875;-7,36144557;-1,39687318;-0,26675735;-0,26675735;0;0,00463146;0,025;2,96107387;0,710961;0,59972507;2,3377935;-6,03437077;-6,03437077;0"
"Construcción;2020;7;202007;-20,99845212;-18,55946169;-15,4912838;-3,06817789;-2,43997237;-2,44067237;0;0,00098194;0;-75,55841557;0,66257945;-75,3578915;1,2935146;-96,55686769;-96,55686769;0"
"Construcción;2020;8;202008;-37,09522423;-33,19422967;-20,836632;-12,35759767;-3,90125403;-3,90125403;0;0,00025947;0,005826;-50,0098932;0,55235;-50,47981802;0,89700252;-87,09929143;-87,09929143;0"
"Construcción;2020;9;202009;-30,22299867;-26,26834617;-24,6250712;-1,64327497;-3,97014602;-3,97014602;0;0,01549352;0;20,91725184;0,888465;21,55822883;1,18950765;-9,30574683;-9,30574683;0"
"Construcción;2020;10;202010;-22,39899288;-19,1257344;-18,39085358;-0,73488082;-3,27351161;-3,27351161;0;0,00025313;0;-4,29278194;1,79843195;-6,55043795;2,9826991;-26,69177482;-26,69177482;0"
"Construcción;2020;11;202011;-15,81460157;-12,38295256;-13,83627676;1,4533242;-3,43524618;-3,43524618;0;0,00359717;0,000685;-79,0146251;1,442909;-79,86304331;3,8832033;-94,82854167;-94,82854167;0"
"Construcción;2020;12;202012;-11,09146838;-10,53068403;-10,43763995;-0,0930440800000001;-0,62894104;-0,62894104;0;0,06815669;0,029955;3,62692122;0,623878;3,05579173;3,692988;-7,43459216;-7,43459216;0"
"Construcción;2021;1;202101;-15,02942742;-11,03165688;-11,08805499;0,0563981100000003;-4,00166376;-4,00166376;0;0,00389322;0;1,54477738;0,808185;-2,91543551;4,96457777;-13,48465004;-13,48465004;0"
"Construcción;2021;2;202102;-18,54641787;-11,49768034;-12,14095284;0,6432725;-7,05130086;-7,05130086;0;0,00256333;0;-9,33458233;2,69630164;-7,9225443;0,47312379;-27,8810002;-27,8810002;0"
"Construcción;2021;3;202103;-27,54818021;-19,64475837;-20,35014194;0,70538357;-7,92695272;-7,92695272;0;0,02353088;0;-3,43834177;0,34123284;-1,67371847;-1,25579395;-30,98652198;-30,98652198;0"
"Construcción;2021;4;202104;-28,64993627;-25,08202199;-24,36123925;-0,72078274;-3,57067639;-3,57067639;0;0,00276211;0;-4,05241292;0,694226;-0,4183112;-3,99380666;-32,70234919;-32,70234919;0"
"Construcción;2021;5;202105;-30,2824737;-23,62771789;-22,25331713;-1,37440076;-6,65623925;-6,65917425;0;0,00148344;0;-7,24614968;1,728195;-9,89615107;7,98427755;-37,52862338;-37,52862338;0"
"Construcción;2021;6;202106;-20,17384039;-19,43024336;-19,61744504;0,18720168;-0,74633999;-0,74633999;0;0,00274296;0;-0,00686045;1,17954;0,48311385;-0,85265392;-20,18070084;-20,18070084;0"
"Construcción;2021;7;202107;-27,90717734;-24,15654945;-25,11819737;0,96164792;-3,7533071;-3,7533181;0,000011;0,00267921;0;-4,61601298;0,514705;-4,926833;0,46612159;-32,52319032;-32,52319032;0"
"Construcción;2021;8;202108;-40,83771609;-28,90529904;-25,1076512;-3,79764784;-11,93380651;-11,94203151;0;0,00138946;0;-17,11443152;1,022225;-17,52928434;1,20775065;-57,95214761;-57,95214761;0"
"Construcción;2021;9;202109;-36,66108939;-32,69042334;-32,09616518;-0,59425816;-4,0265977;-4,0265977;0;0,05593165;0;0,80008678;1,422696;0,92496981;1,38450764;-35,86100261;-35,86100261;0"
"Construcción;2021;10;202110;-21,50766468;-21,13165513;-20,61771819;-0,51393694;-0,38241025;-0,38244725;0,000037;0,0064007;0;4,60741651;1,175345;3,98661;3,16269927;-16,90024817;-16,90024817;0"
"Construcción;2021;11;202111;-35,54076198;-25,31073251;-26,14918642;0,83845391;-10,22590809;-10,22590809;0;-0,00412138;0;-19,59133659;1,39674;-18,1010067;0,113743;-55,13209857;-55,13209857;0"
"Construcción;2021;12;202112;-31,05907919;-29,19137585;-31,50407039;2,31269454;-1,92643042;-1,92643042;0;0,05872708;0;-1,18551179;2,2269642;-1,11962646;0,45332826;-32,24459098;-32,24459098;0"
"Construcción;2022;1;202201;-41,69504389;-23,70854775;-24,71813766;1,00958991;-17,99295518;-17,99302918;0,000074;0,00645904;0;-5,0873044;2,54073;-4,18156048;2,16871948;-46,78234829;-46,78234829;0"
"Construcción;2022;2;202202;-25,57186758;-14,3841085;-14,38001121;-0,0040972900000002;-11,19085842;-11,19085842;0;0,00309934;0;-33,14386902;2,5539919;-26,7716272;-6,55291994;-58,7157366;-58,7157366;0"
"Construcción;2022;3;202203;-31,3223147;-24,00420972;-17,61189406;-6,39231566;-7,3205186;-7,3208486;0,00033;0,00241362;0;17,1874806;4,60787;16,86102402;1,21230496;-14,1348341;-14,1348341;0"
"Construcción;2022;4;202204;-24,2244274;-18,6223973;-19,1989711;0,5765738;-5,64107246;-5,64107246;0;0,03904236;0;0,281125720000001;1,36367594;2,093481;7,74963312;-23,94330168;-23,94330168;0"
"Construcción;2022;5;202205;-28,10938864;-15,65280398;-16,97753409;1,32473011;-12,4477418;-12,5526018;0;-0,00884286;0;-14,20068002;2,71684;-16,70821686;4,76731578;-42,31006866;-42,31006866;0"
"Construcción;2022;6;202206;-12,71508675;-12,24490673;-15,05368096;2,80877423;-0,47005626;-0,47005626;0;-0,00012376;0,59987;-123,25974244;0,54166826;-14,03243696;-0,87249244;-135,37495919;-135,37495919;0"
"Construcción;2022;7;202207;-43,13256334;-11,76017382;-13,10919689;1,34902307;-31,40034106;-31,40041506;0,000074;0,02795154;0;-50,1805801;2,11886186;-154,84931152;5,5124128;-93,31314344;-93,31314344;0"
"Construcción;2022;8;202208;-31,06418539;-21,10024925;-18,42375083;-2,67649842;-9,96652412;-9,96652412;0;0,00258798;0;-26,75818904;5,309348;-24,062423;1,75906756;-57,82237443;-57,82237443;0"
"Construcción;2022;9;202209;-37,92683617;-19,91315813;-20,11057868;0,19742055;-18,0460015;-18,0463315;0,00033;0,03232346;0;0,27587424;2,61698942;-0,4979203;1,69784312;-37,65096193;-37,65096193;0"
"Construcción;2022;10;202210;-19,88782955;-15,70532049;-16,93375782;1,22843733;-4,19012008;-4,19012008;0;0,00761102;0;3,63523868;3,751231;2,773096;3,02173688;-16,25259087;-16,25259087;0"
"Construcción;2022;11;202211;-34,8728186;-19,414024;-19,80454288;0,39051888;-15,46131458;-15,46131458;0;0,00251998;0;-47,08772516;1,43107048;-51,96191356;5,44375736;-81,96054376;-81,96054376;0"
"Construcción;2022;12;202212;-29,67866673;-15,48405525;-18,52029956;3,03624431;-14,19685334;-14,24271334;0;0,00224186;0;585,93672928;3,556196;648,0777404;2,98334096;556,25806255;556,25806255;0"
"Construcción;2023;1;202301;-22,37389508;-12,17442968;-11,6141442;-0,56028548;-10,20066619;-10,20066619;0;0,00120079;0;169,11745431;1,5575;168,89405335;0,325595;146,74355923;146,74355923;0"
"Electricidad;2003;1;200301;4,789118;11,338173;1,746681;9,591492;-6,549055;-6,549055;0;0;0;-5,974405;0,138597;1,928754;-6,51331;-1,185287;-1,185287;0"
"Electricidad;2003;2;200302;-10,1312609026;3,1283331064;2,2375328195;0,8908002869;-13,2583401722;-13,2583401722;0;-0,0012538368;0;-2,9063003038;0;0,366565;0,8857516962;-13,0375612064;-13,0375612064;0"
"Electricidad;2003;3;200303;-1,9250160359;6,8645813081;4,1320565434;2,7325247647;-8,788626;-8,788626;0;-0,000971344;0;-14,9768222153;0;-0,817996;-9,1963372153;-16,9018382512;-16,9018382512;0"
"Electricidad;2003;4;200304;-1,8949631282;1,5240764078;2,4122630266;-0,8881866188;-3,417766;-4,920865;1,503099;-0,001273536;0;-2,4263281565;0,844951;-0,44858;-3,0649271565;-4,3212912847;-4,3212912847;0"
"Electricidad;2003;5;200305;-14,4496886716;-6,7929546716;-6,9982291269;0,2052744553;-7,656734;-7,656734;0;0;0;-4,3377474827;0,261096;-0,812237;-5,2170744827;-18,7874361543;-18,7874361543;0"
"Electricidad;2003;6;200306;-16,1057051428;-8,8707488589;-7,4109523008;-1,4597965581;-7,2349562839;-7,2349562839;0;0;0;-8,5633723609;1,4303068198;-8,371575625;-0,8385585557;-24,6690775037;-24,6690775037;0"
"Electricidad;2003;7;200307;-3,3311127077;-1,2124297077;-0,8446771152;-0,3677525925;-2,118683;-2,118683;0;0;0;-6,268153192;0,0036;-1,995;-4,106775192;-9,5992658997;-9,5992658997;0"
"Electricidad;2003;8;200308;-8,9770679585;-2,9858271889;-1,7393460815;-1,2464811074;-5,990377;-6,384891;0,394514;-0,0008637696;0;-36,6123390993;1,472851;-1,241306;-36,8518840993;-45,5894070578;-45,5894070578;0"
"Electricidad;2003;9;200309;-6,0791878686;4,7641661314;4,9863269691;-0,2221608377;-10,840958;-10,840958;0;-0,002396;0;-31,8150748454;0,052072;-3,134924;-22,8139018454;-37,894262714;-37,894262714;0"
"Electricidad;2003;10;200310;-10,6800623504;-9,2302784912;-7,6360118761;-1,5942666151;-1,44888;-1,44888;0;-0,0009038592;0;-6,3215119423;0;-0,597319;-4,4423429423;-17,0015742927;-17,0015742927;0"
"Electricidad;2003;11;200311;-17,6824078813;-9,6095528813;-4,8064103844;-4,8031424969;-8,072855;-8,072855;0;0;0;-14,7453319753;0,014455;3,110219;-9,0546519753;-32,4277398566;-32,4277398566;0"
"Electricidad;2003;12;200312;-25,7724017843;-16,6838507362;-14,1980035782;-2,485847158;-9,0885510481;-9,0894597801;0,000908732;0;0;-14,7132326864;0;-11,786523;-2,9831936864;-40,4856344707;-40,4856344707;0"
"Electricidad;2004;1;200401;-9,9856101041;-8,0460471041;-10,5362319;2,4901847959;-1,939563;-1,942415;0,002852;0;0;-16,23238174;0;2,179304;-17,85279774;-26,2179918441;-26,2179918441;0"
"Electricidad;2004;2;200402;-11,0508157874;-4,8102861008;-8,4262759804;3,6159898796;-6,115956;-6,115956;0;-0,1245736866;0;-20,7551196251;0,175;-15,304652;-5,6389676251;-31,8059354125;-31,8059354125;0"
"Electricidad;2004;3;200403;9,6333442829;17,3493197829;13,1284739657;4,2208458172;-7,734169;-7,734169;0;0,0181935;0;-42,3022480117;0;-26,561219;-18,1660670117;-32,6689037288;-32,6689037288;0"
"Electricidad;2004;4;200404;-19,0975992715;-17,5002425299;-11,9027146765;-5,5975278534;-1,526859;-1,526859;0;-0,0704977416;0;-5,5866682465;0,0025;-3,882849;-3,6063192465;-24,684267518;-24,684267518;0"
"Electricidad;2004;5;200405;-16,5061168434;-10,6487517714;-10,9674006769;0,3186489055;-5,897059;-5,897059;0;0,039693928;0;-18,2044219815;1,4641731422;-2,376259;-18,7252361237;-34,7105388249;-34,7105388249;0"
"Electricidad;2004;6;200406;-21,650131111;-16,0590499455;-14,2648297758;-1,7942201697;-6,7214254124;-6,6065434124;-0,114882;1,1303442469;0;-52,3166732034;0,005;-12,763205;-39,5353362034;-73,9668043144;-73,9668043144;0"
"Electricidad;2004;7;200407;-12,2533518989;-11,0484061061;-12,2773531033;1,2289469972;-1,1111979966;-1,112538;0,0013400034;-0,0937477962;0;-1,3091769765;0,178;4,242057;-5,4392509765;-13,5625288754;-13,5625288754;0"
"Electricidad;2004;8;200408;-34,8804220076;-27,2869580076;-26,1028093988;-1,1841486088;-7,593464;-7,593464;0;0;0;-44,9268662719;0,105093;-2,867308;-42,0169792719;-79,8072882795;-79,8072882795;0"
"Electricidad;2004;9;200409;-41,5427156782;-35,9607206782;-28,2988610699;-7,6618596083;-5,581995;-5,581995;0;0;0;-28,8588293793;0,05;-39,385998;11,6687436207;-70,4015450575;-70,4015450575;0"
"Electricidad;2004;10;200410;-14,0236446663;-12,6130980374;-8,1952807331;-4,4178173043;-1,409886;-1,409886;0;-0,0006606289;0;-40,7819151338;0,049;-18,905896;-22,0110711338;-54,8055598001;-54,8055598001;0"
"Electricidad;2004;11;200411;-9,7474119538;-3,6035619538;-9,4024051871;5,7988432333;-6,14385;-6,14385;0;0;0;-35,352012476;0,05;-17,292908;-18,120050476;-45,0994244298;-45,0994244298;0"
"Electricidad;2004;12;200412;-36,6867541377;-33,1413579709;-28,5180310704;-4,6233269005;-3,5453961668;-3,5453961668;0;0;0;-25,7579018463;0,025;-15,743438;-9,5673238463;-62,444655984;-62,444655984;0"
"Electricidad;2005;1;200501;-7,2505161791;-3,8595231791;-5,1022374386;1,2427142595;-3,390993;-3,390993;0;0;0;-10,3292843415;0,048;0,286151;-10,3217143415;-17,5798005206;-17,5798005206;0"
"Electricidad;2005;2;200502;-17,7915655611;-4,8312265611;-5,079418016;0,2481914549;-12,960339;-5,913707;-7,046632;0;0;-7,6389234775;0,056647;-1,580397;-6,1727034775;-25,4304890386;-25,4304890386;0"
"Electricidad;2005;3;200503;-9,4705434185;3,1466325815;-16,8121230186;19,9587556001;-12,617176;-12,617176;0;0;0;-32,1372051095;0,375;-18,680043;-13,8440501095;-41,607748528;-41,607748528;0"
"Electricidad;2005;4;200504;-7,4965090647;-5,8226270648;-19,3257902142;13,5031631494;-1,672001936;-1,672001936;0;-0,0018800639;0;-0,415964360000002;0,0256;5,942594;0,266480639999999;-7,9124734247;-7,9124734247;0"
"Electricidad;2005;5;200505;-18,729243453;-15,4580992428;-14,4107478463;-1,0473513965;-4,299588;-4,299588;0;1,0284437898;0;-17,52759732;1,087476;-2,51402;-16,12105332;-36,256840773;-36,256840773;0"
"Electricidad;2005;6;200506;-61,2336490005;-54,8948468957;-46,6416072805;-8,2532396152;-6,3388021048;-6,3340671048;0;0;0;-5,22771762;0;-7,267384;2,03966638;-66,4613666205;-66,4613666205;0"
"Electricidad;2005;7;200507;-31,5706749973;-30,6200976286;-19,1506762433;-11,4694213853;-0,909106;-0,909106;0;-0,0414713687;0;-5,2121631405;0,05;-1,999305;-3,2628581405;-36,7828381378;-36,7828381378;0"
"Electricidad;2005;8;200508;-75,6538701211;-67,1150429011;-62,6782132617;-4,4368296394;-8,45414722;-6,47422;-1,97992722;-0,08468;0;-3,269009436;0,174;-0,434521;-3,008488436;-78,9228795571;-78,9228795571;0"
"Electricidad;2005;9;200509;-42,2582467451;-33,9832104351;-28,7778693491;-5,205341086;-8,262379;-8,10104;-0,161339;-0,01265731;0;-10,8843156;0,07441;-6,391933;-4,5667926;-53,1425623451;-53,1425623451;0"
"Electricidad;2005;10;200510;-31,8408185766;-30,5483235766;-24,8485598585;-5,6997637181;-1,292495;-0,520755;-0,77174;0;0;-11,35015332;0,050007;-2,239775;-9,16038532;-43,1909718966;-43,1909718966;0"
"Electricidad;2005;11;200511;-18,6912945205;-15,054294713;-16,9762285825;1,9219338695;-3,6369998075;-3,639994;0,0029941925;0;0;-26,0268209525;0;-4,930726;-21,0960949525;-44,718115473;-44,718115473;0"
"Electricidad;2005;12;200512;-41,7129670144;-38,4206498168;-7,309037071;-31,1116127458;-3,2923171976;-3,29442555;0,0021083524;0;0;-18,538622;-0,401756;2,205857;-20,342723;-60,2515890144;-60,2515890144;0"
"Electricidad;2006;1;200601;-29,7596493865;-20,5660003865;-4,064728301;-16,5012720855;-9,193649;-9,193649;0;0;0;-15,233614568;0;-2,804379;-12,429235568;-44,9932639545;-44,9932639545;0"
"Electricidad;2006;2;200602;-12,7078301621;-6,8833441621;0,3310453305;-7,2143894926;-5,824486;-5,824486;0;0;0;-10,060360374;0;0,172113;-10,232473374;-22,7681905361;-22,7681905361;0"
"Electricidad;2006;3;200603;-28,0828776904;-18,7923026904;-3,5788485891;-15,2134541013;-9,290575;-9,300451;0;0;0;-15,6357379966;0,819947;-3,920035;-11,6056499966;-43,718615687;-43,718615687;0"
"Electricidad;2006;4;200604;-30,7392072617;-29,9630418776;-16,7282792484;-13,2347626292;-0,7761653841;-0,630906;-0,1452593841;0;0;-2,45074919599999;0,241995;-50,709522;48,908309804;-33,1899564577;-33,1899564577;0"
"Electricidad;2006;5;200605;-21,1678094647;-17,6097194647;-5,3167411533;-12,2929783114;-3,762831;-3,762831;0;0,204741;0;-14,21189232;0,009977;-9,088527;-4,83299332;-35,3797017847;-35,3797017847;0"
"Electricidad;2006;6;200606;-77,2116733248;-58,5389241764;-30,7152486103;-27,8236755661;-18,6778711484;-15,859511;-2,8183601484;0,005122;0;-25,13726893;0,007977;-93,293601;68,14835507;-102,3489422548;-102,3489422548;0"
"Electricidad;2006;7;200607;-49,9818698852;-41,8842178852;-24,1498323499;-17,7343855353;-8,097652;-8,126206;0;0;0;0,758065180000001;0,104949;-1,005027;1,67014318;-49,2238047052;-49,2238047052;0"
"Electricidad;2006;8;200608;-75,7730377828;-68,8990547828;-46,0066578705;-22,8923969123;-6,876963;-5,760177;-1,116786;0,00298;0;-69,62788344;3,609888;1,925034;-75,15680544;-145,4009212228;-145,4009212228;0"
"Electricidad;2006;9;200609;-116,3153821912;-104,8668773604;-64,6461273926;-40,2207499678;-11,4514848308;-11,146284;-0,3289038308;0,00298;0;-82,3225099505;0,558;0,812590000000004;-83,6756999505;-198,6378921417;-198,6378921417;0"
"Electricidad;2006;10;200610;-82,1254391761;-80,8179721761;-65,9048239514;-14,9131482247;-1,310447;-1,06528;-0,296121;0,00298;0;-17,276182095;0,24;1,134176;-18,593358095;-99,4016212711;-99,4016212711;0"
"Electricidad;2006;11;200611;-49,5918977562;-47,5882777562;-28,1151610844;-19,4731166718;-2,0066;-2,0066;0;0,00298;0;-15,9835608432;0,134967;-0,498338;-15,6216898432;-65,5754585994;-65,5754585994;0"
"Electricidad;2006;12;200612;-206,5054212824;-191,7130591258;-172,3876463592;-19,3254127666;-14,8041341566;-14,785765;-0,0406131566;0,011772;0;50,41165171;0,035;-31,545594;81,86134571;-156,0937695724;-156,0937695724;0"
"Electricidad;2007;1;200701;-66,4834957857;-49,6358067857;-39,153156377;-10,4826504087;-16,847689;-16,884005;0;0;0;-79,997119;0,17;6,317342;-86,484461;-146,4806147857;-146,4806147857;0"
"Electricidad;2007;2;200702;-261,8224499485;-261,1036779485;-244,1905057594;-16,9131721891;-0,721752;-0,721752;0;0,00298;0;67,1267675;0,29;-1,755526;68,5922935;-194,6956824485;-194,6956824485;0"
"Electricidad;2007;3;200703;-40,2371845513;-28,0007645513;14,6305271694;-42,6312917207;-12,2394;-12,287308;0;0,00298;0;-1,0793842;0,64;-2,516432;0,776849799999999;-41,3165687513;-41,3165687513;0"
"Electricidad;2007;4;200704;-20,1026727569;-18,9165577569;19,685880867;-38,6024386239;-1,189095;-1,189095;0;0,00298;0;-53,848685196;0,245;-15,548649;-38,585536196;-73,9513579529;-73,9513579529;0"
"Electricidad;2007;5;200705;-196,6889583839;-196,7656817687;-182,3627467576;-14,4029350111;-1,3202166152;-1,2852516152;-0,034965;1,39694;0;-44,5413736876;0,450522;1,637911;-46,6311506876;-241,2303320715;-241,2303320715;0"
